individualnumber,gender,city_code,dateofbirth
101291492,E,,1999.0
100656732,E,34.0,1995.0
95355848,E,,1961.0
98362272,K,34.0,1984.0
18772531,E,74.0,1972.0
98699228,E,54.0,1982.0
96280704,E,35.0,1950.0
74000354,K,,1976.0
100877250,K,21.0,1990.0
77897946,E,11.0,1967.0
97971522,E,27.0,1993.0
88721700,E,34.0,1983.0
94580302,E,,1978.0
95830042,E,,1992.0
99811629,K,34.0,1989.0
79681996,E,54.0,1991.0
96299546,E,34.0,1963.0
93290594,E,,1963.0
93111043,K,,1987.0
78198095,E,,1993.0
96963895,K,34.0,1978.0
21421790,E,59.0,1985.0
92682466,E,20.0,1999.0
79680528,K,,1989.0
98993015,E,31.0,1980.0
96156823,K,35.0,1958.0
62484641,K,35.0,1986.0
94738523,E,77.0,1973.0
95753919,E,7.0,1981.0
94773292,E,59.0,1977.0
94327850,K,35.0,1965.0
99332520,E,78.0,1997.0
94990649,E,7.0,1942.0
100645251,K,,1971.0
93153825,E,34.0,1949.0
95827636,K,,1979.0
93199299,E,35.0,1983.0
99732936,E,,1956.0
98949886,K,6.0,1987.0
96385478,K,23.0,1993.0
22369913,K,34.0,1967.0
94553609,K,16.0,1997.0
101148687,K,,1999.0
20839274,E,34.0,1978.0
99792766,K,38.0,1983.0
99277931,E,,1999.0
102101031,K,33.0,1952.0
95406094,K,,1964.0
82830245,E,77.0,1973.0
97809528,E,65.0,1987.0
99328156,K,6.0,1965.0
100724127,E,4.0,2000.0
102002232,E,61.0,1984.0
98834182,K,3.0,1990.0
94226971,K,61.0,1952.0
98145893,E,18.0,1983.0
93243917,E,3.0,1968.0
100224647,E,35.0,1992.0
98696965,E,48.0,2000.0
95025458,K,16.0,1966.0
97932084,E,28.0,1973.0
96609891,K,41.0,1990.0
97281744,E,54.0,1945.0
94211494,E,2.0,1972.0
93141549,K,,1984.0
97718315,E,34.0,2000.0
97856491,K,6.0,1964.0
98731019,K,10.0,1992.0
100946256,K,48.0,1984.0
95523123,E,,1972.0
97191795,E,31.0,1987.0
95213941,K,38.0,1977.0
95783712,K,16.0,1990.0
7971005,K,34.0,1987.0
91007880,K,,1977.0
7268945,E,7.0,1979.0
99633988,E,33.0,1987.0
95622650,E,,2000.0
97208551,E,,1982.0
93474421,K,48.0,1961.0
93283124,K,10.0,1966.0
43284079,E,45.0,1986.0
53680030,K,81.0,1973.0
95098210,K,33.0,1966.0
98387817,K,71.0,2000.0
60819776,E,35.0,1991.0
90155246,K,10.0,1993.0
96394383,E,,1964.0
98063055,K,,1993.0
88055978,E,,1980.0
101211651,K,45.0,1989.0
99715413,E,,1975.0
98390753,E,1.0,1986.0
98663597,K,16.0,1995.0
18640650,K,34.0,1983.0
96203759,E,34.0,1971.0
13755028,E,35.0,1949.0
96190076,K,17.0,1997.0
92918537,K,77.0,1963.0
88030162,E,10.0,1970.0
99150883,E,34.0,1965.0
97237589,K,77.0,1969.0
93342689,E,6.0,1981.0
93113300,E,,1992.0
99390060,K,35.0,1988.0
101964134,K,48.0,1995.0
78385266,E,35.0,1977.0
91113443,E,5.0,1990.0
20917063,K,10.0,1982.0
97080306,K,34.0,1954.0
93346502,E,81.0,1979.0
19151815,E,34.0,1962.0
95921718,E,34.0,1989.0
95699507,E,22.0,2000.0
101714883,E,58.0,1993.0
93616002,K,32.0,1977.0
98275661,K,69.0,2000.0
96304699,K,26.0,1968.0
95874654,E,34.0,1980.0
98956568,E,42.0,1980.0
99275355,K,35.0,1978.0
96394648,K,34.0,1999.0
86169133,E,54.0,1980.0
98871921,K,13.0,1993.0
97707358,E,52.0,1980.0
93679645,E,,1981.0
98261774,K,,1997.0
97171805,K,41.0,1977.0
96669307,K,34.0,1976.0
93468303,E,34.0,1993.0
100611027,K,7.0,1992.0
100769574,K,16.0,1984.0
98405374,K,27.0,1993.0
96803445,K,,1988.0
97930303,E,43.0,1988.0
96925307,E,34.0,1981.0
97134834,K,,1982.0
99923962,K,50.0,2002.0
94555010,E,34.0,1956.0
96338917,E,6.0,1966.0
102262916,K,16.0,2000.0
98260897,E,34.0,1953.0
93538594,E,,1974.0
95773550,K,,1968.0
101193135,E,6.0,1968.0
97994110,K,63.0,1985.0
94119295,K,34.0,1967.0
99643919,E,1.0,1966.0
95135976,K,34.0,1989.0
98667757,K,3.0,2000.0
89240382,K,34.0,1994.0
95779321,K,48.0,1967.0
54563959,E,1.0,1965.0
101712334,E,39.0,1945.0
95606357,E,35.0,1952.0
21339686,E,7.0,1960.0
92190055,E,50.0,1989.0
90295237,E,48.0,1995.0
96690290,E,34.0,1968.0
100068214,E,35.0,1997.0
83103817,E,,1976.0
91442609,K,57.0,1976.0
100873736,K,34.0,2002.0
98092501,K,,1999.0
71900672,E,35.0,1989.0
98105776,E,,1982.0
94236080,K,16.0,1955.0
95736600,E,,1991.0
93892007,K,67.0,1991.0
95982812,E,26.0,1963.0
95742840,E,1.0,1978.0
96153982,E,34.0,1979.0
97631031,E,,1967.0
101333452,E,77.0,1984.0
100968375,E,,1971.0
53305552,E,20.0,1987.0
101670490,K,55.0,1990.0
100091073,K,,1996.0
97162547,K,33.0,2000.0
97731094,E,,1980.0
92054836,E,,1951.0
96232736,K,,1988.0
94852528,E,,1980.0
99735805,E,10.0,1993.0
93877386,E,59.0,1973.0
95033751,E,,1987.0
94528113,E,34.0,1966.0
7720749,K,35.0,1977.0
93240056,E,33.0,1978.0
98300743,E,10.0,2001.0
97285429,K,25.0,1967.0
96789619,E,26.0,1979.0
98819065,K,34.0,1979.0
98287264,E,7.0,1989.0
57924509,E,34.0,1975.0
97119336,E,50.0,1990.0
57814902,K,34.0,1981.0
101837235,E,42.0,1977.0
94394688,K,35.0,1999.0
101282941,E,15.0,1969.0
101464042,E,35.0,1995.0
99904487,E,20.0,1959.0
99280188,E,27.0,1996.0
99065216,E,,1991.0
95786560,E,35.0,1984.0
95435187,E,,1998.0
93511228,E,,1940.0
93507476,K,9.0,1988.0
18584450,E,7.0,1955.0
95322358,K,55.0,1970.0
95916477,E,22.0,1987.0
90599586,E,27.0,1992.0
96466876,K,,1982.0
94151494,K,33.0,1990.0
99820982,E,,1987.0
101071660,E,27.0,1985.0
90307492,E,15.0,1995.0
94888010,K,54.0,1998.0
89828404,E,33.0,1981.0
101785908,K,48.0,1989.0
23751644,E,34.0,1987.0
48299801,E,59.0,1979.0
88965458,E,35.0,1959.0
78583251,K,,1979.0
84380311,K,35.0,1977.0
95356372,K,26.0,1975.0
101050616,E,6.0,1977.0
94175434,K,33.0,1970.0
90633253,K,48.0,1979.0
2553881,K,,1954.0
99634518,K,10.0,1960.0
7963066,E,,1972.0
102097721,E,46.0,1966.0
93643164,E,34.0,1995.0
98147559,E,9.0,1991.0
72212403,K,6.0,1964.0
99932526,K,34.0,1963.0
23165824,E,18.0,1958.0
98606112,E,,1985.0
97147253,K,9.0,1985.0
93502113,K,,1990.0
99644388,K,34.0,1953.0
3795118,E,2.0,1978.0
101433923,E,26.0,1998.0
87617184,K,6.0,1987.0
95832177,E,34.0,1966.0
94235346,E,,1989.0
100022740,K,31.0,1996.0
91091888,K,,1995.0
98740862,K,35.0,1951.0
98964215,K,34.0,1984.0
99300233,K,54.0,1995.0
97169908,K,55.0,1971.0
3822606,E,45.0,1955.0
19297943,E,50.0,1959.0
101724059,E,1.0,1984.0
89762599,K,,1985.0
98358493,K,7.0,1993.0
21652967,E,34.0,1986.0
97242687,E,34.0,1994.0
77732785,E,35.0,1972.0
98944618,K,34.0,1969.0
101717758,E,34.0,1989.0
95411695,K,,1993.0
99360267,K,54.0,2002.0
82516876,E,1.0,1973.0
90958953,K,1.0,1995.0
95183122,E,,1982.0
100850387,E,35.0,1994.0
101920719,K,45.0,1988.0
16472172,E,1.0,1961.0
94333859,E,9.0,1958.0
101237793,E,,1994.0
43658128,E,,1963.0
88626075,K,1.0,1973.0
92654726,K,16.0,1982.0
93775283,E,,1996.0
97971474,K,61.0,1974.0
98583844,K,54.0,1996.0
94596976,E,34.0,1986.0
24821017,K,1.0,1975.0
94288120,E,5.0,1950.0
96552257,K,35.0,1975.0
97066011,K,6.0,1985.0
100981650,K,34.0,1981.0
94974941,E,72.0,1958.0
84616735,K,34.0,1960.0
95797225,K,35.0,1967.0
101024310,E,,1948.0
101423727,E,1.0,1990.0
94399317,K,60.0,1990.0
97875632,E,22.0,1989.0
90074412,E,34.0,1998.0
99242952,K,,1997.0
98948656,E,34.0,1979.0
95432026,E,1.0,1989.0
79489122,E,,1966.0
96120315,K,48.0,1957.0
92695979,K,42.0,1991.0
80403109,E,,1988.0
93133345,E,31.0,1981.0
93487023,K,43.0,1981.0
96412266,K,34.0,1965.0
98701750,K,16.0,1958.0
100521873,K,32.0,1974.0
90936216,K,,1961.0
95223172,K,,1972.0
19617342,K,41.0,1966.0
97919495,E,52.0,1960.0
101742779,K,45.0,1978.0
94786662,K,,1977.0
94329108,E,7.0,1978.0
94388265,E,35.0,1955.0
94940050,K,10.0,1978.0
97275008,E,34.0,1985.0
100947718,K,,1978.0
92789068,K,34.0,1996.0
95716555,E,16.0,1981.0
98532477,E,6.0,1975.0
100453336,K,51.0,1965.0
94825019,E,35.0,1958.0
98953489,K,1.0,1974.0
90997922,K,,1995.0
93577237,E,10.0,1971.0
101767331,K,42.0,2001.0
100842353,E,34.0,1988.0
99359737,K,41.0,1990.0
100974411,K,38.0,2004.0
98579011,E,,1989.0
96487268,K,39.0,1993.0
93681195,E,,1983.0
98085098,E,1.0,1987.0
101241015,K,35.0,1968.0
99963032,K,42.0,1969.0
101205329,E,27.0,1985.0
89246948,K,34.0,1970.0
99199436,E,16.0,1986.0
94328965,K,1.0,1971.0
94510453,K,38.0,1996.0
101891538,E,38.0,1979.0
91723916,E,6.0,1982.0
99248132,E,34.0,1987.0
96293748,E,10.0,1997.0
92665248,K,,1982.0
86326191,K,,1990.0
101700853,E,34.0,1977.0
94258735,K,35.0,1948.0
84976367,E,,1982.0
93468425,E,7.0,1969.0
98806850,K,6.0,1982.0
95135772,K,17.0,1971.0
94310510,E,48.0,1989.0
96346951,K,41.0,1983.0
98729463,K,9.0,1999.0
93499951,E,34.0,2000.0
20920611,E,,1990.0
93011340,E,5.0,1961.0
18474048,E,,1975.0
101026247,E,6.0,1978.0
97485759,K,,1968.0
93041112,K,16.0,1982.0
86547994,E,33.0,1984.0
96096028,E,,1982.0
94203881,K,54.0,1998.0
99449665,E,35.0,1986.0
93641002,E,6.0,1975.0
93064665,K,,1960.0
97623241,E,7.0,1997.0
101619714,K,42.0,1970.0
97554765,K,,1983.0
99522709,E,,1965.0
98633070,K,,1973.0
95814599,E,22.0,1979.0
7856946,E,23.0,1972.0
101148721,K,77.0,1996.0
85209447,E,,1965.0
94949573,K,34.0,1956.0
93694123,E,34.0,1968.0
101656990,K,,1990.0
96088850,E,9.0,1993.0
96683968,K,34.0,1970.0
96542061,E,58.0,1982.0
94396238,E,,1973.0
96590002,E,34.0,1991.0
78682988,K,,1977.0
98730666,K,14.0,2001.0
95775487,E,21.0,1977.0
99448523,K,34.0,1991.0
23152406,E,34.0,1974.0
5514219,E,,1972.0
98708724,K,35.0,1981.0
96199782,E,3.0,1986.0
99689393,E,16.0,2000.0
19323290,K,,1965.0
101851692,K,,1983.0
90747407,E,5.0,1995.0
93821430,E,21.0,1973.0
102149435,K,48.0,1977.0
92914213,E,,1996.0
92941192,E,80.0,1995.0
101629685,E,48.0,2002.0
100909748,K,35.0,1976.0
96378538,K,16.0,1981.0
93788558,E,,1990.0
100232389,K,68.0,1980.0
94222845,E,6.0,2000.0
93950878,E,,1971.0
99847532,E,41.0,1998.0
96284959,E,34.0,1998.0
101734989,E,42.0,1979.0
93623771,K,34.0,1968.0
95613167,K,,1993.0
100156735,E,10.0,1980.0
96684784,K,34.0,1958.0
97576972,E,50.0,1973.0
98300009,K,43.0,1997.0
18740305,E,,1963.0
99823449,E,34.0,1979.0
88210100,E,,1995.0
95789252,K,34.0,1972.0
98545609,E,34.0,1989.0
97480171,K,38.0,1996.0
82664901,K,16.0,1979.0
99029795,K,27.0,1988.0
95562799,E,32.0,1970.0
94930792,E,35.0,1971.0
98991499,E,,1991.0
99237324,K,26.0,1998.0
95150311,E,34.0,1985.0
93028571,E,34.0,1981.0
88695428,K,34.0,1974.0
97595875,K,,1994.0
100788742,K,33.0,1995.0
98497525,E,72.0,1976.0
88490713,E,35.0,1963.0
98378824,K,,1992.0
97070171,E,26.0,1989.0
94753994,E,33.0,1988.0
20609593,K,,1955.0
101171601,E,34.0,1996.0
93606132,K,,1998.0
91741065,K,34.0,1976.0
92682092,E,34.0,1986.0
94472504,K,26.0,1975.0
97700567,E,65.0,1981.0
101623180,E,34.0,1974.0
94773244,K,,1991.0
94761498,E,,1986.0
93703728,E,,1981.0
89592897,K,,1986.0
98074229,E,34.0,1981.0
12923261,K,16.0,1974.0
99684560,K,,1979.0
93132203,K,,1960.0
99308879,E,34.0,1978.0
23599642,E,,1973.0
99388510,E,4.0,1975.0
90898124,K,33.0,1967.0
97182775,E,35.0,1965.0
100920617,K,7.0,1974.0
98999085,E,,1956.0
99969741,E,33.0,1985.0
97617735,E,73.0,1988.0
96160609,K,,1995.0
89714698,E,,1959.0
99433168,E,34.0,1996.0
96818514,K,34.0,1986.0
91736436,K,34.0,1976.0
98149006,K,52.0,1967.0
93095844,E,35.0,1972.0
93459453,E,48.0,1968.0
55498500,K,7.0,
92190177,K,50.0,1982.0
95897818,K,,1983.0
9002524,E,16.0,1978.0
99160181,E,76.0,1996.0
94409860,K,34.0,1963.0
6098060,K,6.0,1949.0
100046272,K,6.0,1950.0
93430863,E,,1980.0
88607620,E,36.0,1984.0
100760316,K,,1981.0
93394525,K,1.0,1981.0
98105612,K,16.0,1994.0
93799080,E,1.0,1999.0
101358513,K,34.0,1993.0
98738435,K,35.0,1991.0
92941926,E,72.0,1985.0
93241116,E,34.0,1964.0
8898097,E,,1970.0
94230288,E,7.0,1983.0
100018763,E,34.0,2000.0
97159447,E,34.0,1975.0
96960034,K,34.0,1994.0
97935992,K,34.0,1971.0
94219827,K,,1989.0
84656377,K,34.0,1991.0
101480600,K,21.0,1965.0
101104715,K,3.0,1976.0
7084092,K,35.0,1956.0
91356147,K,1.0,1988.0
100515490,E,34.0,1971.0
99849816,E,48.0,2002.0
97521954,E,35.0,1972.0
99002225,K,17.0,1992.0
94677463,E,72.0,1980.0
96180675,E,,1993.0
93123271,E,34.0,1998.0
99797898,K,9.0,1962.0
95127982,E,41.0,1992.0
95516652,K,7.0,1976.0
93285999,K,,1969.0
17591097,E,61.0,1971.0
98447279,K,4.0,1999.0
96166319,E,63.0,1985.0
79593019,E,35.0,1969.0
94968028,E,34.0,1957.0
98945882,E,32.0,1961.0
59724280,K,,1978.0
93129980,E,,1950.0
99939948,E,27.0,1976.0
94676178,E,35.0,1949.0
96980569,E,6.0,1980.0
98432597,K,,1972.0
94064237,E,34.0,1951.0
98503887,E,59.0,1987.0
98643939,K,1.0,1991.0
95363264,E,,1985.0
102212935,K,52.0,1984.0
100691840,E,,1983.0
102253311,K,31.0,1997.0
100690412,K,,1976.0
54995941,K,59.0,1978.0
94229615,E,34.0,1970.0
101864437,K,17.0,1995.0
99099760,E,,1970.0
79179246,K,55.0,1970.0
94445464,K,,1959.0
94978611,K,,1989.0
96635272,K,,1974.0
101783542,E,15.0,1985.0
99310551,K,77.0,1970.0
97710233,E,63.0,1986.0
92602869,K,35.0,1999.0
94384349,K,20.0,1986.0
100662047,K,35.0,1999.0
95230390,E,15.0,1994.0
39760311,K,35.0,1968.0
101233021,K,34.0,1991.0
8815530,E,72.0,1988.0
93692655,K,,1972.0
96259347,E,9.0,2000.0
96941253,K,45.0,2000.0
98883932,E,15.0,1990.0
98712007,E,7.0,1989.0
94173741,K,,1989.0
102130837,E,12.0,1974.0
93850325,K,34.0,2000.0
91967966,K,39.0,2000.0
93260183,K,41.0,1969.0
98045986,E,20.0,1976.0
98166176,E,34.0,1975.0
8888513,E,6.0,1937.0
100196234,K,81.0,1956.0
99347726,E,9.0,1997.0
101156898,E,34.0,2002.0
93391221,K,48.0,1980.0
93122129,E,33.0,1967.0
87662107,K,39.0,1994.0
101411430,E,35.0,1987.0
22490341,K,34.0,1977.0
100451969,K,,1990.0
93504784,E,,1978.0
97181633,K,24.0,1959.0
100185773,E,6.0,1972.0
92848612,K,,1976.0
17702029,E,21.0,1965.0
100339222,E,,1994.0
101253026,K,41.0,2001.0
6089271,K,9.0,1977.0
96394423,K,35.0,1979.0
88588227,K,,1984.0
93409798,E,72.0,1994.0
82813721,E,35.0,1991.0
97158978,E,6.0,1973.0
95438041,E,,1958.0
94410838,K,34.0,1994.0
100980773,E,1.0,1995.0
93347154,K,34.0,1996.0
80731480,K,34.0,1982.0
94750425,E,,1956.0
93992722,K,35.0,1965.0
21169372,K,6.0,1959.0
97882341,E,,1988.0
94311448,E,22.0,1986.0
16262338,E,7.0,1979.0
7682636,E,,1976.0
78747630,E,43.0,1972.0
98659498,K,55.0,2001.0
97284001,E,31.0,1960.0
8884496,E,34.0,1976.0
76033382,K,72.0,1994.0
99451602,E,6.0,1989.0
99743961,E,34.0,1983.0
97709682,K,,1971.0
96069110,E,35.0,2000.0
91127757,K,34.0,1972.0
99015235,K,34.0,1986.0
93185854,K,,1982.0
78197721,E,27.0,1960.0
97045741,E,35.0,1988.0
99332493,K,28.0,1997.0
20541912,E,35.0,1964.0
98676668,K,3.0,1997.0
68525480,K,,1971.0
90999186,E,6.0,1991.0
99577706,K,45.0,1993.0
94273417,E,34.0,1974.0
99920963,E,3.0,1990.0
93917333,K,34.0,1988.0
98205206,E,34.0,1978.0
95114829,E,9.0,1975.0
98676790,E,16.0,1962.0
88233754,E,16.0,1960.0
100817780,E,34.0,1959.0
98913826,E,16.0,1981.0
87980833,E,35.0,1985.0
100404619,K,,1974.0
95475807,K,16.0,1974.0
100456598,K,35.0,2001.0
96370075,K,34.0,1979.0
102125270,K,33.0,1977.0
100190524,K,34.0,1987.0
93147293,K,34.0,1964.0
60272456,E,35.0,1982.0
97191217,K,56.0,1987.0
82078938,K,34.0,1967.0
98801874,K,55.0,1999.0
93471178,E,10.0,1994.0
93557762,E,48.0,1992.0
94383697,E,,1984.0
51732171,E,34.0,1972.0
101700037,E,42.0,1986.0
93399867,K,35.0,1963.0
97673344,K,34.0,1995.0
95885889,K,35.0,1976.0
102239628,E,,1986.0
95063176,E,59.0,1980.0
18592484,K,20.0,1976.0
96367526,K,,1988.0
99372318,K,33.0,2001.0
95630949,E,7.0,1960.0
93094559,K,,1973.0
97740535,E,44.0,1974.0
95545751,E,67.0,1978.0
93138382,K,,1952.0
93262976,E,25.0,1979.0
3784085,E,6.0,1951.0
91398460,E,33.0,1988.0
94695693,E,55.0,1993.0
92741962,K,6.0,1996.0
94553847,K,41.0,1969.0
95124413,E,44.0,1963.0
97742615,K,21.0,1981.0
81852771,E,3.0,1961.0
96767595,K,34.0,1962.0
97744083,E,34.0,1977.0
98483617,E,34.0,1986.0
90655378,K,,1990.0
98948839,E,38.0,1970.0
98099107,K,59.0,1980.0
97338773,K,34.0,1958.0
96486370,E,,1964.0
98515755,K,48.0,1976.0
51895347,K,44.0,1990.0
97547770,E,7.0,1981.0
101682806,K,33.0,1993.0
92386286,K,1.0,1990.0
92682071,K,35.0,1985.0
94595956,E,35.0,1967.0
100612148,K,34.0,1961.0
95526114,E,7.0,1964.0
24970367,E,,1951.0
101709438,E,42.0,1987.0
92923797,K,10.0,1979.0
88561677,K,39.0,1979.0
95201087,E,41.0,1955.0
89360490,E,34.0,1967.0
45528190,E,,1973.0
99292443,E,,1992.0
96205063,E,55.0,1949.0
89070802,E,9.0,1990.0
3523782,K,7.0,1982.0
97455619,K,3.0,1982.0
95481843,E,34.0,1967.0
101756258,E,41.0,2002.0
100945148,K,,2001.0
99141196,E,34.0,2000.0
21040189,K,35.0,1959.0
94357656,K,35.0,1959.0
5817018,K,59.0,1968.0
100904568,K,,1994.0
93445280,K,,1992.0
94620365,K,33.0,1993.0
101798428,K,16.0,2002.0
97317260,E,10.0,1983.0
101933035,E,21.0,1954.0
100109833,K,20.0,1964.0
98067438,E,25.0,1987.0
22059724,E,48.0,1970.0
94313854,E,26.0,1987.0
93426438,E,,1991.0
88888376,K,63.0,1987.0
23142210,K,22.0,1980.0
94623261,E,54.0,1986.0
8282709,K,22.0,1987.0
584101,K,22.0,1961.0
96263078,K,,1968.0
88338181,E,59.0,1988.0
100360960,E,9.0,1995.0
101370911,K,,1975.0
45698809,E,,1971.0
95076451,K,,1975.0
100859359,K,2.0,1982.0
97060158,K,35.0,1956.0
97484943,E,34.0,1989.0
93044048,K,,1969.0
2551311,K,,1956.0
102125861,E,25.0,1990.0
101942905,K,67.0,1987.0
97765882,E,20.0,1995.0
100394688,E,6.0,1996.0
101591980,K,67.0,2001.0
98910726,E,7.0,1980.0
93650504,K,6.0,1992.0
96897451,E,34.0,1969.0
94165421,K,,1977.0
95621405,E,1.0,1963.0
68426660,E,10.0,1979.0
97845166,E,48.0,1993.0
96817290,E,53.0,1967.0
44473947,K,34.0,1958.0
101486003,E,34.0,1986.0
94136974,K,,2000.0
94538002,K,35.0,1993.0
42992555,K,33.0,1985.0
98242360,E,7.0,1970.0
93635292,K,10.0,1984.0
94723650,E,,1989.0
92915803,E,6.0,1982.0
95278209,K,,1978.0
96608844,E,34.0,1948.0
101852630,K,16.0,2002.0
98703830,K,51.0,1952.0
97743614,E,77.0,1971.0
93096965,E,6.0,1971.0
97701709,K,38.0,1980.0
99025084,E,35.0,1971.0
96278780,E,51.0,1990.0
93794043,K,34.0,1956.0
95525155,K,,1990.0
93963806,E,1.0,1995.0
99415039,K,10.0,1972.0
100267381,E,33.0,1996.0
93086973,K,34.0,1986.0
99647446,E,34.0,1979.0
99730808,E,9.0,1993.0
99202433,E,6.0,1981.0
95761457,E,35.0,1985.0
20190640,E,,1989.0
95827853,K,35.0,1997.0
96326864,E,7.0,1958.0
19948649,E,31.0,1964.0
97800630,E,34.0,1967.0
94820512,K,,1970.0
43510061,E,10.0,1987.0
99863886,E,34.0,1995.0
25207056,E,50.0,1974.0
95738190,K,27.0,1998.0
98950368,E,55.0,1989.0
95434024,E,,1991.0
97671447,E,,1993.0
100477520,K,22.0,1987.0
3782005,K,35.0,1964.0
41502475,K,6.0,1959.0
97325498,K,44.0,1999.0
96108609,K,,1986.0
97259632,K,35.0,1993.0
98355841,E,,1982.0
96104674,K,27.0,1972.0
79240931,E,,1990.0
20168841,E,34.0,1979.0
45244946,E,35.0,1957.0
100961645,E,,1987.0
101283185,E,26.0,1969.0
90953487,E,27.0,1982.0
96338406,K,34.0,1983.0
88477152,K,34.0,1977.0
101034424,E,6.0,1990.0
100306554,K,34.0,1966.0
97883727,E,77.0,1976.0
93676667,E,31.0,1975.0
98028204,E,3.0,1970.0
99728606,E,25.0,1983.0
99453396,K,34.0,1983.0
99395320,E,80.0,1979.0
95600830,K,,1987.0
17360423,K,,1980.0
100504947,E,42.0,2001.0
9958355,E,6.0,1967.0
94759132,E,34.0,1982.0
99641614,E,54.0,1949.0
22564119,K,35.0,1971.0
93079591,K,,1996.0
7631900,E,6.0,1970.0
101754157,E,,1971.0
94509759,E,,1969.0
95210997,E,,1961.0
96512512,E,44.0,1986.0
100998656,E,32.0,1974.0
60061440,E,34.0,1974.0
102244726,E,11.0,1994.0
102004060,K,34.0,1992.0
100393546,K,1.0,1988.0
93700138,K,80.0,1994.0
100147925,E,34.0,1979.0
100231981,K,48.0,1999.0
99357085,K,34.0,1975.0
92853241,E,6.0,1959.0
96173129,K,,1994.0
99095987,K,48.0,1995.0
100348949,K,35.0,1982.0
95138830,K,34.0,1932.0
20016656,E,,1989.0
24240764,K,35.0,1962.0
97207306,K,,1995.0
91922206,E,50.0,1987.0
88665492,E,67.0,1980.0
95157876,E,33.0,1929.0
100824815,K,,1997.0
97674730,E,35.0,1981.0
96760009,E,34.0,1995.0
91365710,K,,1997.0
98279514,K,38.0,1987.0
100344116,E,6.0,1969.0
91846695,K,35.0,1947.0
95291280,E,22.0,1979.0
93025063,E,,1965.0
88049574,E,34.0,1974.0
101316709,K,,1986.0
95294502,E,6.0,1965.0
101787967,E,,2001.0
100073556,E,19.0,1962.0
95319462,E,35.0,2000.0
96988134,K,34.0,1984.0
100884563,K,35.0,1993.0
19238296,E,1.0,1956.0
93728911,K,10.0,1993.0
18415604,E,34.0,1970.0
22061131,E,,1974.0
100225190,K,41.0,1977.0
99057670,K,32.0,1991.0
95396441,E,31.0,1975.0
93090990,E,,1974.0
94237119,K,34.0,1953.0
96587901,E,34.0,1988.0
98111444,K,47.0,1989.0
92749996,E,34.0,1981.0
96960482,E,34.0,1976.0
96027123,K,35.0,1948.0
99149434,E,59.0,1996.0
99545078,E,35.0,1986.0
51698748,K,6.0,1979.0
93954548,E,,1976.0
96316607,K,57.0,1960.0
101268013,K,16.0,1991.0
102162281,K,26.0,1996.0
97343932,E,38.0,1981.0
95077654,E,7.0,1979.0
93942394,E,6.0,1981.0
96455986,K,9.0,1995.0
95971718,K,34.0,1957.0
99531803,K,65.0,1993.0
102271419,E,6.0,1968.0
98704625,K,34.0,2001.0
94107263,E,34.0,1980.0
83347785,E,,1981.0
101245419,K,47.0,1995.0
101478499,E,78.0,1971.0
101939193,K,33.0,2000.0
96531293,E,23.0,1978.0
95165910,K,1.0,1998.0
98919046,K,35.0,1994.0
96538063,E,34.0,1975.0
96126309,K,48.0,1992.0
97900754,E,9.0,1988.0
95620997,K,6.0,1976.0
98839028,K,42.0,2001.0
97436165,K,11.0,1965.0
93883645,E,34.0,1995.0
84661189,K,6.0,1990.0
98388774,K,77.0,2000.0
21297045,K,48.0,1990.0
88625034,E,34.0,1978.0
94964907,E,21.0,1959.0
97289934,K,23.0,1956.0
89821653,E,31.0,1994.0
93100248,E,16.0,1989.0
93446401,K,48.0,1992.0
93716431,K,39.0,1996.0
95957892,E,,1957.0
97796735,E,,1980.0
97551848,E,10.0,1963.0
96732439,E,35.0,1975.0
98251883,K,41.0,1993.0
93114196,E,,1988.0
101849326,K,81.0,1997.0
18465299,E,,1961.0
76232631,E,7.0,1955.0
98217604,E,7.0,1977.0
102157917,E,34.0,1979.0
99596323,E,,1994.0
101600157,K,52.0,1995.0
98438938,K,1.0,1989.0
92243807,K,46.0,1991.0
99318646,K,78.0,1993.0
62395521,E,35.0,1961.0
87126186,K,35.0,1985.0
101693511,E,71.0,2003.0
98968476,E,16.0,1994.0
19313134,E,16.0,1974.0
96023228,E,41.0,1950.0
96682132,K,34.0,1973.0
96360062,K,34.0,1972.0
91699526,E,34.0,1998.0
91708111,K,,1998.0
101607131,K,,2003.0
98876508,E,34.0,1981.0
53673931,K,,1991.0
99443934,E,34.0,1995.0
96462001,E,34.0,1983.0
17330590,K,34.0,1977.0
82813088,E,9.0,1983.0
89811661,K,,1990.0
101369361,E,7.0,1985.0
67473235,E,74.0,1985.0
100790393,E,9.0,1966.0
95794247,K,67.0,1991.0
101238832,K,,1980.0
41315481,K,,1977.0
90699893,E,34.0,1950.0
94816270,K,,1997.0
102106203,K,6.0,1962.0
97394973,K,34.0,1984.0
13959823,E,46.0,1987.0
98532843,K,27.0,1980.0
78846082,E,9.0,1980.0
89306349,E,5.0,1960.0
101701301,K,,1997.0
94727871,K,,1994.0
56030036,E,33.0,1996.0
1579696,K,,1968.0
97537023,K,,1993.0
101152309,K,34.0,1995.0
88568222,E,34.0,1980.0
52224921,K,34.0,1970.0
94352945,E,6.0,1970.0
95861051,E,16.0,1969.0
84720529,E,71.0,1982.0
99356881,K,,1964.0
94208733,K,34.0,1978.0
92635577,E,35.0,1996.0
98907647,K,27.0,2001.0
94282980,E,27.0,1971.0
