individualnumber,category_number,hakkedis_amt,odul_amt,response
93094559,9046,105.0,15.0,0
93686924,9061,38.0,3.0,0
99213210,9035,44.0,4.0,0
96538284,9001,22.0,2.0,0
94168784,9006,39.0,3.0,0
99411653,9024,27.0,2.0,0
96570635,9032,33.0,3.0,0
98749799,9041,39.0,3.0,0
96654038,9035,27.0,2.0,0
100220898,9049,32.0,3.0,0
93613443,9035,27.0,2.0,0
94494749,9001,32.0,3.0,0
12843623,9044,22.0,2.0,0
93156042,9029,38.0,3.0,0
97256828,9035,30.0,3.0,0
98120864,9022,43.0,4.0,0
99916155,9000,16.0,1.0,0
96615677,9004,66.0,6.0,0
92672523,9038,20.0,2.0,0
100198329,9043,90.0,9.0,0
89065121,9040,59.0,5.0,0
101355666,9000,15.0,1.0,0
97602794,9046,85.0,8.0,0
100074342,9046,124.0,18.0,0
94352810,9035,27.0,2.0,0
99515618,9037,30.0,3.0,0
97777501,9017,18.0,1.0,0
96509118,9035,28.0,2.0,0
101930416,9046,85.0,8.0,0
96575412,9030,24.0,2.0,0
95129653,9046,85.0,8.0,0
97826938,9022,49.0,4.0,0
100878298,9035,28.0,2.0,0
92197096,9006,40.0,4.0,0
98808202,9046,85.0,8.0,0
94261441,9043,32.0,3.0,0
99020559,9009,15.0,1.0,0
95232445,9006,66.0,6.0,0
98757605,9035,39.0,3.0,0
93823059,9059,40.0,4.0,0
101805643,9035,114.0,11.0,0
100815841,9018,15.0,1.0,0
94455312,9036,12.0,1.0,0
100104758,9022,48.0,4.0,0
100403041,9046,85.0,8.0,0
90613006,9035,27.0,2.0,0
100937162,9028,55.0,5.0,0
97751553,9042,18.0,1.0,0
94728426,9018,16.0,1.0,0
100027458,9035,27.0,2.0,0
100921757,9046,85.0,8.0,0
100764557,9058,23.0,2.0,0
98508247,9046,85.0,8.0,0
95192028,9027,44.0,4.0,0
101791787,9038,20.0,2.0,0
102280832,9017,10.0,1.0,0
98428552,9020,8.0,1.0,0
93457422,9060,65.0,6.0,0
101696249,9046,85.0,8.0,0
97613466,9021,34.0,3.0,0
100078817,9006,35.0,3.0,0
97676748,9046,85.0,8.0,0
101856221,9046,85.0,8.0,0
96502946,9042,17.0,1.0,0
90126249,9001,26.0,3.0,0
98938606,9039,34.0,3.0,0
93384349,9017,15.0,1.0,0
93947403,9038,25.0,2.0,0
99406790,9012,48.0,4.0,0
98922099,9018,15.0,1.0,0
18512102,9037,30.0,3.0,0
39954213,9053,45.0,4.0,0
97661676,9056,26.0,2.0,0
98156927,9012,37.0,3.0,0
97992109,9040,26.0,2.0,0
92120259,9046,56.0,5.0,1
95310604,9020,10.0,1.0,0
99521486,9018,15.0,1.0,0
98554713,9007,19.0,1.0,0
95063176,9007,25.0,2.0,0
99908062,9000,18.0,1.0,0
95239349,9037,30.0,3.0,0
101002272,9029,39.0,3.0,0
94458189,9046,85.0,8.0,0
101764772,9046,85.0,8.0,0
94136959,9012,28.0,2.0,0
94583900,9021,48.0,4.0,0
96443378,9043,32.0,3.0,0
99730808,9018,19.0,1.0,0
79547852,9017,21.0,2.0,0
92937577,9008,20.0,2.0,0
24281764,9017,15.0,1.0,0
93096323,9038,16.0,1.0,0
96124644,9000,15.0,1.0,0
97346833,9046,85.0,8.0,0
96322426,9046,85.0,8.0,0
98767700,9024,23.0,2.0,0
94896508,9049,32.0,3.0,0
89154578,9053,28.0,2.0,0
95396441,9027,37.0,3.0,0
94175750,9027,37.0,3.0,0
99961621,9043,49.0,4.0,0
93712034,9043,32.0,3.0,0
96320122,9046,85.0,8.0,0
95210718,9056,26.0,2.0,0
94423449,9021,40.0,4.0,0
94632429,9040,24.0,2.0,0
91973830,9060,45.0,4.0,0
101398331,9000,28.0,2.0,0
91732844,9010,23.0,3.0,1
95641768,9027,37.0,3.0,0
95729465,9037,30.0,3.0,0
99099987,9059,27.0,2.0,0
102111840,9046,85.0,8.0,0
94175211,9035,43.0,4.0,0
101693511,9046,85.0,8.0,0
101438914,9005,12.0,1.0,0
99173941,9061,38.0,3.0,0
81303230,9003,7.0,1.0,0
43253020,9001,27.0,2.0,0
95094990,9006,37.0,3.0,0
88804613,9053,28.0,2.0,0
99657891,9032,68.0,6.0,0
100406321,9011,13.0,1.0,0
94326888,9061,38.0,3.0,0
97216344,9046,85.0,8.0,0
96405611,9039,34.0,3.0,0
92643908,9056,34.0,5.0,0
92749093,9022,43.0,4.0,0
100464011,9006,32.0,3.0,0
88733578,9038,16.0,1.0,0
97604537,9035,27.0,2.0,0
102023086,9046,85.0,8.0,0
94128968,9000,15.0,1.0,0
99021378,9019,56.0,5.0,0
100063169,9000,18.0,1.0,0
98418620,9008,17.0,1.0,0
94438944,9017,26.0,2.0,0
94229615,9043,37.0,3.0,0
98166535,9032,33.0,3.0,0
98794479,9046,85.0,8.0,0
100624271,9019,21.0,2.0,0
95694027,9038,19.0,1.0,0
95694310,9000,37.0,3.0,0
95340325,9000,15.0,1.0,0
94780432,9046,136.0,13.0,0
96243520,9027,37.0,3.0,0
98551707,9043,34.0,3.0,0
99215947,9000,15.0,1.0,0
101836865,9035,46.0,4.0,0
92976462,9004,70.0,10.0,0
96210475,9046,85.0,8.0,0
98499254,9000,15.0,1.0,0
102266828,9035,42.0,4.0,0
97625360,9058,23.0,2.0,0
93574653,9032,33.0,3.0,0
93813889,9043,35.0,3.0,0
93460984,9036,10.0,1.0,0
94707691,9039,34.0,3.0,0
100164097,9001,19.0,1.0,0
93095844,9015,21.0,2.0,0
96767868,9043,42.0,4.0,0
95633120,9019,26.0,2.0,0
94332074,9046,85.0,8.0,0
94596400,9048,91.0,9.0,0
94295385,9046,109.0,16.0,0
96965848,9017,20.0,2.0,0
100631119,9040,36.0,3.0,0
91815369,9046,56.0,5.0,0
93781538,9003,12.0,1.0,0
9011354,9030,43.0,4.0,1
96240358,9059,77.0,11.0,0
99388618,9035,27.0,2.0,0
100784806,9049,32.0,3.0,0
100270445,9044,21.0,2.0,0
18814998,9012,28.0,2.0,0
101130235,9046,56.0,5.0,0
96295959,9032,33.0,3.0,0
98088473,9059,27.0,2.0,0
99671093,9008,27.0,4.0,0
93174305,9046,56.0,5.0,0
89853403,9035,33.0,3.0,0
91559383,9002,11.0,1.0,0
94139345,9019,21.0,2.0,0
101100592,9032,33.0,3.0,0
93459439,9039,92.0,9.0,0
99240356,9004,66.0,6.0,0
98038211,9000,15.0,1.0,0
93136240,9003,18.0,1.0,0
89556969,9035,28.0,2.0,0
94642209,9038,16.0,1.0,0
92876004,9022,44.0,6.0,0
98913971,9056,26.0,2.0,0
88626196,9039,92.0,9.0,0
101156898,9021,34.0,3.0,0
98331004,9042,17.0,1.0,0
101180642,9037,66.0,6.0,0
94729017,9039,52.0,5.0,0
23700989,9058,23.0,2.0,0
95616878,9061,38.0,3.0,0
101185562,9058,23.0,2.0,0
94038793,9017,15.0,1.0,0
98260991,9038,19.0,1.0,0
94619437,9027,37.0,3.0,0
93679757,9035,38.0,3.0,0
101215041,9006,32.0,3.0,0
92851687,9017,19.0,1.0,0
97590150,9046,85.0,8.0,0
101593478,9036,9.0,1.0,0
93126272,9036,16.0,1.0,0
94867287,9035,31.0,3.0,0
96899474,9036,10.0,1.0,0
94875466,9027,37.0,3.0,0
99730198,9046,85.0,8.0,0
95261206,9006,32.0,3.0,0
80448065,9046,66.0,6.0,0
96351633,9000,18.0,1.0,0
96573572,9027,58.0,5.0,1
98133199,9022,48.0,4.0,0
98099551,9038,16.0,1.0,0
101472466,9035,27.0,2.0,0
98072065,9007,19.0,1.0,0
99448523,9036,27.0,2.0,0
93982424,9036,9.0,1.0,0
101349940,9046,85.0,8.0,0
97395366,9009,15.0,1.0,0
100879996,9044,28.0,2.0,0
94061929,9017,20.0,2.0,0
99057279,9000,22.0,2.0,0
93141480,9005,10.0,1.0,0
97258480,9017,17.0,1.0,0
100560889,9017,15.0,1.0,0
101866420,9046,85.0,8.0,0
97207501,9008,41.0,4.0,0
95316038,9035,27.0,2.0,0
101034831,9037,30.0,3.0,0
98056412,9046,85.0,8.0,0
90118867,9059,27.0,2.0,0
23058795,9001,33.0,3.0,0
101187088,9044,27.0,2.0,0
102074669,9046,85.0,8.0,0
97207516,9036,17.0,1.0,0
94285991,9058,24.0,3.0,0
97313917,9022,90.0,9.0,0
98540809,9049,32.0,3.0,0
94212124,9022,57.0,5.0,0
98755575,9001,20.0,2.0,0
95394646,9006,32.0,3.0,0
88568222,9035,61.0,9.0,0
101090626,9007,22.0,2.0,0
94797376,9046,136.0,13.0,0
94688545,9021,34.0,3.0,0
96156823,9017,31.0,3.0,0
98956532,9059,35.0,3.0,0
95878901,9055,22.0,2.0,0
97092400,9046,85.0,8.0,0
94708463,9024,23.0,2.0,0
6418710,9046,85.0,8.0,0
101899421,9049,32.0,3.0,0
18376614,9020,10.0,1.0,0
97493316,9035,34.0,3.0,0
93081897,9000,16.0,1.0,0
98971496,9020,8.0,1.0,0
96045245,9046,85.0,8.0,0
100399053,9035,27.0,2.0,0
95504289,9032,33.0,3.0,0
18454601,9019,21.0,2.0,0
23074775,9031,31.0,3.0,0
99695912,9039,43.0,4.0,0
97244974,9041,37.0,3.0,0
99571906,9035,31.0,3.0,0
99848706,9046,85.0,8.0,0
94119295,9015,25.0,2.0,0
101246836,9018,15.0,1.0,0
93258317,9015,21.0,2.0,0
96465405,9035,37.0,3.0,0
100400708,9060,45.0,4.0,0
101682806,9021,34.0,3.0,0
93014092,9000,16.0,1.0,0
99684305,9019,32.0,4.0,0
93446058,9058,23.0,2.0,0
101944523,9046,85.0,8.0,0
98916616,9015,21.0,2.0,0
95142346,9027,43.0,4.0,0
18916156,9056,62.0,9.0,0
99872498,9046,85.0,8.0,0
96597717,9046,85.0,8.0,0
94165473,9058,24.0,2.0,0
96893671,9046,85.0,8.0,0
95694000,9011,13.0,1.0,0
96658167,9021,34.0,3.0,0
19323290,9059,39.0,3.0,0
93877749,9040,23.0,2.0,0
100482375,9000,15.0,1.0,0
97061095,9046,85.0,8.0,0
100773736,9032,33.0,3.0,0
96428931,9018,28.0,2.0,0
99377785,9017,15.0,1.0,0
83129270,9029,51.0,7.0,0
97493128,9018,15.0,1.0,0
94479994,9038,23.0,3.0,0
102112204,9046,85.0,8.0,0
96908510,9017,15.0,1.0,0
99578215,9046,85.0,8.0,0
96137521,9010,16.0,1.0,0
98653086,9000,15.0,1.0,0
99129478,9029,38.0,3.0,0
100902725,9022,66.0,6.0,0
74885580,9003,12.0,1.0,0
102151305,9046,85.0,8.0,0
101848441,9046,85.0,8.0,0
93191433,9008,20.0,2.0,0
98543586,9002,19.0,1.0,0
100992649,9022,43.0,4.0,0
82543593,9039,43.0,4.0,0
55138316,9008,18.0,2.0,1
20270487,9022,43.0,4.0,0
101167815,9022,43.0,4.0,0
96922033,9043,49.0,4.0,0
98665781,9008,17.0,1.0,0
57924509,9032,33.0,3.0,0
92937833,9046,85.0,8.0,0
99577486,9022,60.0,6.0,0
89186938,9017,17.0,1.0,0
88792423,9006,49.0,4.0,0
101901710,9024,23.0,2.0,0
94582811,9009,16.0,1.0,0
91125115,9019,21.0,2.0,0
93214921,9035,27.0,2.0,0
95957090,9036,9.0,1.0,0
96981432,9020,12.0,1.0,0
100791086,9046,85.0,8.0,0
93414270,9015,21.0,2.0,0
65591839,9009,15.0,1.0,0
97251624,9007,19.0,1.0,0
94161771,9000,15.0,1.0,0
93767541,9000,18.0,1.0,0
100654391,9006,43.0,4.0,0
101220239,9000,26.0,2.0,0
95811762,9008,18.0,2.0,0
80192945,9029,49.0,4.0,0
42254264,9005,10.0,1.0,0
76552812,9048,49.0,7.0,0
101658987,9001,30.0,3.0,0
54995941,9027,49.0,7.0,0
93130323,9008,18.0,1.0,0
100258045,9022,56.0,5.0,0
101547040,9010,16.0,1.0,0
93085585,9053,66.0,9.0,0
94700221,9017,15.0,1.0,0
101095960,9000,15.0,1.0,0
99210424,9012,34.0,3.0,0
98432338,9042,18.0,1.0,0
100873481,9000,15.0,1.0,0
95329716,9046,76.0,7.0,0
88562745,9022,60.0,6.0,0
99435297,9017,15.0,1.0,0
93485109,9017,20.0,2.0,0
22817380,9017,17.0,1.0,0
96534956,9040,27.0,2.0,0
100355060,9010,16.0,1.0,0
97696608,9058,26.0,3.0,0
95709360,9003,7.0,1.0,0
95006034,9055,12.0,1.0,0
102065275,9046,64.0,6.0,0
94685999,9022,48.0,4.0,0
102117089,9046,85.0,8.0,0
99257869,9020,19.0,1.0,0
94832846,9035,27.0,2.0,0
96247564,9002,11.0,1.0,0
21980931,9032,37.0,3.0,0
98559810,9021,34.0,3.0,0
98557539,9058,23.0,2.0,0
24505307,9038,16.0,1.0,0
96755860,9032,33.0,3.0,0
101654751,9001,28.0,2.0,0
93068925,9022,48.0,4.0,0
46017246,9035,31.0,3.0,0
23277552,9035,27.0,2.0,0
100326275,9017,22.0,2.0,0
93502666,9022,60.0,6.0,0
67330060,9000,15.0,1.0,0
101999723,9046,85.0,8.0,0
97824346,9046,85.0,8.0,0
97056358,9053,34.0,3.0,0
96070530,9009,15.0,2.0,0
93960362,9049,32.0,3.0,0
98943830,9018,15.0,1.0,0
13524671,9024,31.0,4.0,0
96182919,9000,15.0,1.0,0
98964215,9003,9.0,1.0,0
96558706,9046,85.0,8.0,0
96062794,9015,21.0,2.0,0
101463604,9039,34.0,3.0,0
95061003,9046,85.0,8.0,0
98893456,9000,15.0,1.0,0
98229788,9002,11.0,1.0,0
101305296,9046,56.0,5.0,0
96820853,9022,90.0,9.0,0
94720011,9049,56.0,5.0,0
4907524,9012,44.0,6.0,0
18975872,9056,26.0,2.0,0
98449861,9037,30.0,3.0,0
96679779,9041,26.0,2.0,0
96908548,9017,15.0,1.0,0
102178078,9046,85.0,8.0,0
96107630,9000,15.0,1.0,0
93299867,9038,16.0,1.0,0
17158666,9032,33.0,3.0,0
95921140,9056,26.0,2.0,0
21226663,9006,32.0,3.0,0
96404718,9035,27.0,2.0,0
98279437,9010,24.0,2.0,0
96840254,9044,25.0,2.0,0
97836528,9046,85.0,8.0,0
92128075,9046,102.0,15.0,1
94084320,9038,16.0,1.0,0
101133420,9027,37.0,3.0,0
101948657,9046,85.0,8.0,0
3586126,9028,47.0,4.0,0
95275836,9040,23.0,2.0,0
101145947,9037,30.0,3.0,0
98849408,9041,36.0,3.0,0
99680629,9031,29.0,2.0,0
99943817,9041,26.0,2.0,0
99569033,9049,65.0,6.0,0
99702049,9049,32.0,3.0,0
81493532,9024,23.0,2.0,0
24204880,9006,40.0,4.0,0
6698158,9019,37.0,3.0,0
98554510,9010,32.0,3.0,0
88152018,9018,15.0,1.0,0
94551861,9046,58.0,5.0,0
93475374,9058,29.0,2.0,0
96677412,9007,19.0,1.0,0
99863089,9000,15.0,1.0,0
101501667,9046,85.0,8.0,0
97304439,9037,30.0,3.0,0
24818899,9030,20.0,2.0,0
93596614,9029,38.0,3.0,0
98242058,9046,56.0,5.0,0
101702807,9046,85.0,8.0,0
97941836,9038,19.0,1.0,0
93780462,9011,22.0,3.0,0
93734208,9010,26.0,2.0,0
101119183,9017,15.0,1.0,0
98409490,9046,85.0,8.0,0
101612427,9035,27.0,2.0,0
91943114,9039,38.0,3.0,0
94192849,9053,28.0,4.0,0
95897819,9024,23.0,2.0,0
101545558,9039,34.0,3.0,0
96628233,9000,22.0,2.0,0
24111514,9056,26.0,3.0,0
100119759,9027,49.0,4.0,0
94041550,9036,16.0,1.0,0
96827423,9029,38.0,3.0,0
95112339,9040,23.0,2.0,0
94889160,9003,10.0,1.0,0
100189883,9046,85.0,8.0,0
97296202,9042,17.0,1.0,0
99463415,9040,23.0,2.0,0
93729818,9043,32.0,3.0,0
96285916,9036,9.0,1.0,0
101234445,9036,19.0,1.0,0
94804758,9021,43.0,4.0,0
95075005,9019,27.0,2.0,0
99351945,9058,23.0,2.0,0
98280317,9000,15.0,1.0,0
97120602,9059,38.0,3.0,0
93955797,9038,20.0,2.0,0
89069899,9004,66.0,6.0,0
90265209,9024,30.0,3.0,0
100621356,9059,27.0,2.0,0
96412992,9041,26.0,2.0,0
99665465,9006,32.0,3.0,0
99485457,9043,48.0,4.0,0
97366711,9007,19.0,1.0,0
73379002,9012,34.0,3.0,0
92545321,9035,37.0,3.0,0
97524723,9024,23.0,2.0,0
22261228,9046,113.0,11.0,0
99398585,9019,21.0,2.0,0
98147655,9019,22.0,2.0,0
98783974,9008,17.0,1.0,0
76261829,9039,46.0,4.0,0
88242114,9043,37.0,3.0,0
88640721,9000,15.0,1.0,0
99476487,9056,26.0,2.0,0
101492307,9018,15.0,1.0,0
98501361,9018,23.0,2.0,0
92857757,9027,37.0,5.0,0
78677382,9039,66.0,9.0,0
96654443,9032,43.0,6.0,0
93624086,9046,85.0,8.0,0
93748504,9035,37.0,5.0,0
95468216,9027,37.0,3.0,0
98392334,9061,121.0,12.0,0
98024517,9012,28.0,2.0,0
89949788,9017,29.0,2.0,0
94076678,9022,43.0,4.0,0
101190884,9018,15.0,1.0,0
100714981,9048,66.0,6.0,0
98941688,9039,34.0,3.0,0
100778009,9058,23.0,2.0,0
100018698,9059,28.0,2.0,0
99160181,9054,61.0,6.0,0
100785279,9022,43.0,4.0,0
95674209,9022,43.0,4.0,0
100910940,9007,30.0,3.0,0
99233397,9000,15.0,1.0,0
97355188,9001,28.0,2.0,0
99940249,9022,43.0,4.0,0
93234592,9017,15.0,1.0,0
23092734,9007,23.0,2.0,0
97055334,9046,85.0,8.0,0
94403447,9060,45.0,4.0,0
101643284,9046,85.0,8.0,0
38415996,9001,48.0,4.0,0
93129980,9017,27.0,2.0,0
99371813,9046,85.0,8.0,0
98452812,9036,18.0,1.0,0
88957229,9000,15.0,1.0,0
101036710,9027,39.0,3.0,0
101378837,9039,34.0,3.0,0
97005473,9039,34.0,3.0,0
100638823,9058,23.0,2.0,0
93387509,9058,34.0,3.0,0
95129718,9017,19.0,1.0,0
93796473,9006,37.0,3.0,0
99695046,9048,38.0,3.0,0
5293967,9012,28.0,2.0,0
100204627,9020,8.0,1.0,0
97435913,9038,17.0,1.0,0
93427522,9007,19.0,1.0,0
101569535,9046,180.0,18.0,0
99971188,9000,18.0,1.0,0
99104464,9058,23.0,2.0,0
100417818,9007,19.0,1.0,0
95166578,9040,23.0,2.0,0
100640487,9049,39.0,3.0,0
94601897,9022,43.0,4.0,0
99419853,9017,26.0,2.0,0
21197439,9017,19.0,1.0,1
101365084,9046,85.0,8.0,0
96762434,9035,53.0,5.0,0
91327627,9021,90.0,9.0,1
21334374,9006,44.0,6.0,1
13054992,9049,67.0,6.0,0
94807479,9024,31.0,4.0,0
96345786,9004,78.0,7.0,0
97616847,9038,17.0,1.0,0
20744446,9035,48.0,7.0,0
92920494,9040,24.0,3.0,0
102219501,9046,85.0,8.0,0
101610068,9022,60.0,6.0,0
96255125,9036,9.0,1.0,0
93817193,9044,29.0,2.0,0
95223038,9000,37.0,3.0,0
92956618,9008,21.0,3.0,0
94686931,9004,66.0,6.0,0
100061102,9042,17.0,1.0,0
95801516,9003,18.0,1.0,0
95874630,9000,28.0,2.0,0
23538881,9058,23.0,2.0,0
58961661,9008,21.0,3.0,0
98712252,9006,37.0,3.0,0
99282944,9042,31.0,3.0,0
97723015,9022,60.0,6.0,0
98932076,9004,83.0,8.0,0
99101751,9006,32.0,3.0,0
99226868,9000,15.0,1.0,0
93062788,9004,66.0,6.0,0
94794711,9010,26.0,2.0,0
92929570,9059,27.0,2.0,0
101147968,9046,85.0,8.0,0
95041214,9003,19.0,1.0,0
99966985,9017,15.0,1.0,0
97653091,9017,39.0,3.0,0
94543017,9053,28.0,2.0,0
16908868,9022,90.0,9.0,1
101636754,9036,13.0,1.0,0
87834291,9036,20.0,2.0,0
7608991,9035,37.0,3.0,0
96542359,9035,27.0,2.0,0
4877781,9000,29.0,2.0,0
2906956,9010,16.0,1.0,0
102141986,9046,85.0,8.0,0
95895310,9039,34.0,3.0,0
101672580,9046,85.0,8.0,0
95512545,9003,7.0,1.0,0
97031109,9006,32.0,3.0,0
91123294,9038,16.0,1.0,0
95106732,9044,41.0,4.0,0
99650549,9031,29.0,2.0,0
98760500,9038,16.0,1.0,0
95771920,9017,18.0,1.0,0
88200967,9021,40.0,4.0,0
98786512,9046,85.0,8.0,0
19294867,9059,31.0,3.0,0
98691002,9046,85.0,8.0,0
94520648,9004,79.0,7.0,0
96160609,9009,15.0,1.0,0
92871347,9035,30.0,3.0,0
101353602,9017,23.0,2.0,0
101213084,9006,32.0,3.0,0
101053533,9012,59.0,5.0,0
101453494,9000,17.0,1.0,0
101261041,9021,34.0,3.0,0
100915264,9032,33.0,3.0,0
100480333,9046,85.0,8.0,0
17287803,9046,56.0,5.0,0
94111359,9061,56.0,5.0,0
99474238,9006,32.0,3.0,0
93509308,9027,39.0,3.0,0
97538884,9046,85.0,8.0,0
92160309,9032,33.0,3.0,0
101825042,9046,85.0,8.0,0
51730970,9044,43.0,6.0,0
3875920,9037,30.0,3.0,0
94000783,9000,16.0,1.0,0
94390119,9009,15.0,1.0,0
95440544,9038,17.0,1.0,0
2431990,9046,107.0,10.0,0
97420046,9035,32.0,3.0,0
97676093,9046,85.0,8.0,0
101228242,9044,40.0,4.0,0
93973020,9019,37.0,3.0,0
98454226,9049,32.0,3.0,0
20129531,9032,37.0,3.0,0
96218515,9037,37.0,3.0,0
95663689,9021,37.0,3.0,0
98874824,9046,85.0,8.0,0
100285204,9003,7.0,1.0,0
97718044,9046,85.0,8.0,0
97036904,9040,23.0,2.0,0
8877098,9037,30.0,3.0,0
82310402,9059,27.0,2.0,0
92557596,9043,32.0,3.0,0
96450222,9060,48.0,4.0,0
100232558,9022,43.0,4.0,0
100743509,9046,85.0,8.0,0
94104219,9029,38.0,3.0,0
96600498,9044,24.0,2.0,0
95660740,9018,20.0,2.0,0
38494943,9018,15.0,1.0,0
101836087,9022,60.0,6.0,0
101099188,9018,26.0,2.0,0
97862858,9040,23.0,2.0,0
97741574,9027,37.0,3.0,0
100372641,9058,23.0,2.0,0
79954684,9039,40.0,4.0,0
100848421,9058,23.0,2.0,0
83792445,9044,33.0,4.0,0
94454909,9056,26.0,2.0,0
49012208,9012,32.0,4.0,1
95493963,9010,16.0,1.0,0
99074585,9046,57.0,5.0,0
96813756,9049,32.0,3.0,0
95754591,9038,17.0,1.0,0
16809351,9043,32.0,3.0,0
90957435,9000,17.0,1.0,0
95336693,9000,15.0,1.0,0
93574946,9005,10.0,1.0,0
91689411,9006,33.0,3.0,0
92763386,9046,85.0,8.0,0
91254785,9058,23.0,2.0,0
88340378,9042,17.0,1.0,0
98634846,9017,17.0,1.0,0
101355269,9046,85.0,8.0,0
95618195,9019,21.0,2.0,0
93467033,9007,24.0,3.0,0
97901201,9046,85.0,8.0,0
101375628,9024,34.0,3.0,0
101154891,9040,24.0,2.0,0
87797551,9060,48.0,7.0,0
94419667,9048,38.0,3.0,0
96304266,9046,85.0,8.0,0
101250800,9006,32.0,3.0,0
100530431,9017,18.0,1.0,0
20137352,9044,49.0,4.0,0
95872693,9027,38.0,3.0,0
95299615,9038,17.0,1.0,0
96144818,9017,39.0,3.0,0
95453598,9048,38.0,3.0,0
95828124,9000,15.0,1.0,0
95251730,9037,30.0,3.0,0
102093783,9046,85.0,8.0,0
98655610,9049,66.0,6.0,0
89478932,9038,19.0,1.0,0
101455975,9004,66.0,6.0,0
91473742,9046,56.0,5.0,0
98836025,9010,26.0,2.0,0
99356881,9012,28.0,2.0,0
95276833,9022,62.0,6.0,0
100232610,9048,38.0,3.0,0
101713606,9004,83.0,8.0,0
1655261,9046,56.0,5.0,0
94106408,9008,20.0,2.0,0
93882361,9061,38.0,3.0,0
98410507,9041,26.0,2.0,0
101998619,9046,85.0,8.0,0
94539583,9001,28.0,2.0,0
94361331,9048,43.0,4.0,0
90543750,9003,7.0,1.0,0
93715571,9007,19.0,1.0,0
95752376,9000,15.0,1.0,0
96572545,9058,23.0,2.0,0
100551886,9044,29.0,2.0,0
100529215,9039,34.0,3.0,0
100514717,9017,15.0,1.0,0
95545000,9018,15.0,1.0,0
98469162,9046,85.0,8.0,0
9089697,9001,24.0,3.0,0
98477772,9038,20.0,2.0,0
97090256,9000,17.0,1.0,0
100147006,9060,56.0,5.0,0
16916516,9021,39.0,5.0,0
98791505,9037,30.0,3.0,0
94530308,9020,10.0,1.0,0
101572471,9022,60.0,6.0,0
71713542,9053,28.0,2.0,0
96564321,9049,79.0,7.0,0
100554397,9004,66.0,6.0,0
2223961,9017,16.0,1.0,0
99216218,9018,27.0,4.0,0
94454222,9032,33.0,3.0,0
77897946,9024,23.0,2.0,0
97307230,9061,38.0,3.0,0
101104584,9003,7.0,1.0,0
96905069,9028,116.0,11.0,0
24174116,9060,54.0,5.0,0
99867691,9046,85.0,8.0,0
95821123,9049,32.0,3.0,0
61994565,9046,56.0,5.0,0
97674904,9046,120.0,12.0,0
99840405,9000,26.0,2.0,0
96412969,9027,37.0,3.0,0
98906393,9021,56.0,5.0,0
99487441,9005,10.0,1.0,0
100652124,9038,17.0,1.0,0
91450737,9000,15.0,1.0,0
96303384,9032,43.0,4.0,0
11267244,9017,20.0,2.0,0
93213470,9022,78.0,7.0,0
90286114,9043,52.0,5.0,0
94747493,9000,16.0,1.0,0
98874453,9003,7.0,1.0,0
82282284,9008,20.0,2.0,0
94051446,9015,28.0,2.0,0
66881072,9049,32.0,3.0,0
94705107,9004,78.0,7.0,0
96378538,9007,19.0,1.0,0
95680864,9022,48.0,4.0,0
92833189,9017,26.0,3.0,0
96690290,9000,16.0,1.0,0
94104238,9028,66.0,6.0,0
99426774,9018,28.0,2.0,0
95127982,9035,27.0,2.0,0
93411430,9022,43.0,4.0,0
98385662,9046,85.0,8.0,0
98007057,9004,65.0,6.0,0
98494996,9006,40.0,4.0,0
47713614,9004,65.0,9.0,0
94676885,9003,12.0,1.0,0
98537875,9046,85.0,8.0,0
76044235,9003,23.0,3.0,0
100520151,9004,66.0,6.0,0
95075159,9027,37.0,3.0,0
101959717,9022,60.0,6.0,0
95634427,9001,30.0,3.0,0
100442219,9001,27.0,2.0,0
93960924,9000,23.0,2.0,0
95158962,9029,38.0,3.0,0
98636409,9046,85.0,8.0,0
89321740,9038,16.0,1.0,0
101381761,9000,15.0,1.0,0
93771839,9020,10.0,1.0,0
99786627,9049,32.0,3.0,0
100348592,9004,66.0,6.0,0
99759328,9059,73.0,7.0,0
93282206,9008,20.0,2.0,0
82578956,9058,23.0,2.0,0
96623585,9043,37.0,3.0,0
94853619,9000,15.0,1.0,0
95901552,9038,16.0,1.0,0
100801838,9024,30.0,3.0,0
95814529,9019,21.0,2.0,0
93339415,9022,81.0,8.0,0
71190580,9019,21.0,2.0,0
93526892,9000,15.0,1.0,0
7287430,9030,39.0,5.0,0
89382337,9036,18.0,1.0,0
95073168,9044,47.0,4.0,0
98141001,9024,23.0,2.0,0
93222954,9001,19.0,1.0,0
93560806,9003,7.0,1.0,0
97379230,9017,15.0,1.0,0
98825106,9005,10.0,1.0,0
101625882,9038,20.0,2.0,0
97122709,9036,18.0,1.0,0
97728036,9000,16.0,1.0,0
100680098,9043,32.0,3.0,0
100337569,9005,10.0,1.0,0
93615226,9006,51.0,5.0,0
93610362,9039,35.0,3.0,0
96491959,9046,85.0,8.0,0
94473965,9021,34.0,3.0,0
84826005,9024,23.0,2.0,0
99815495,9017,15.0,1.0,0
98127136,9035,27.0,2.0,0
102078011,9046,85.0,8.0,0
97386455,9046,85.0,8.0,0
94074367,9018,15.0,1.0,0
97570168,9046,136.0,13.0,0
98465111,9042,24.0,2.0,0
97818625,9022,43.0,4.0,0
88922460,9032,33.0,3.0,0
98348196,9019,21.0,2.0,0
97896932,9059,27.0,2.0,0
90991686,9046,85.0,8.0,0
